Comment,Image No.
"how are you my friend?...all right?....nice this shot.... ..","202"
"I completely understand--love the view and that light!  This Beautiful lmage  Was Viewed In:    Quality Pixels","202"
"Wonderful capture, great light","202"
"Thanks for sharing with us: Gnn En yisi - The Best of Day (Post 1 - Comment 3) THAT EXCELLENT PHOTO IS FOR MY FAVOURITES!.. Congrulations...","202"
"timo","202"
"it must be so hard to ride a bike there... nice vibrance my friend :)","202"
"I like it :)! Wish you a nice week ahead!","202"
"everybody are talking to death. the ladies add a lot to the image.  excellent moment! fantastic atmosphere! the hint of mist is really pleasant!  the scene conveys a strong sense of movement! thanks for sharing!","202"
"Excellent work amico mio!","202"
"You deserve   Thanks for sharing !","202"
"very nice perspective with beautiful warm tones","202"
"Very beautiful picture with great perspective and colors !","202"
"gostei da perspectiva (:","202"
" Comentada en Los mejores momentos de tu da. Commented on Los mejores momentos de tu da","202"
"  What a Colourful shot  !  We saw this great work in  ** ColourVisions**  Post 1 - Comment 1","202"
"Beautiful place! Ciao","202"
"The photo is really nice and especially since you connect it to your friend. You sound like a caring person.","202"
"    a_camera_never_lies ","202"
"Que bella Imagen vista en :    Cmaras y Accin  SUBE 1 COMENTA 3 ","202"
"Que bella Imagen vista en :    Cmaras y Accin  SUBE 1 COMENTA 3 ","202"
"This photograph is truly worth A Thousand Words! ","202"
"maravilhosa suas fotos ;) adorei essa .","202"
"Discovered! by   commented with FlickrComment","202"
"i like the feeling to this picture","202"
" Vista en grupo FLICKR ESTRELLAS,  agrega 1 Premia 6 agrega la etiqueta Flickr Estrellas en tu foto","202"
"not a bad shot, but a little washed out. *From the Comments! group.*","202"
"fine view, good composition original and good composition, Gezien in De Doka","202"
" THANKS FOR SHARING  Eye Candy Art Post","202"
"Es impresionante esta imagen, Osvaldo. El ngulo de la perspectiva es el ms idneo. Perfecto encuadre. Un abrazo.","202"
"Score 5/20 (from the Score My Portrait group)  20 ----- PERFECT! Great impact, composition  technicals excellent.  18-19 - GREAT SHOT! Great impact, possible minor flaws. 15-17 - GOOD WORK. Good impact, composition  technicals.  11-14 - ABOVE AVERAGE. Some, but not all good qualities.  10 ----- AVERAGE. Mediocre or significant improvement possible.  7-9 ---- BELOW AVERAGE. Lacks appeal for certain reasons. 4-6 ---- NEEDS WORK. Major improvement required. 2-3 ---- VERY POOR. Attributes are not repairable. 1 ------- DELETE IT. Just delete it from your hard drive.","202"
" This photo definitely deserves a Bronze Trophy!       FLICKR BRONZE TROPHY GROUP  Post 1 comment 5","202"
"b Thank you for adding your photo to the group Gracias por agregar tu foto aL grupo:   ","202"
"Score 9/10 from the Score Me HDR group","202"
"Magnifique photo..............","202"
"you did really and very well convey the lazy and cool sunday late afternoon atmosphere in this shot! I also like the light here : soft and warm indeed! congrats!...;-)","202"
"Score 6/10 from the Score Me HDR group    ","202"
"This is gorgeous! I love the perspective as well.","202"
"Wonderful perspective and colors!","202"
"Cool shot. Thanks.","202"
"Wonderful shot...Excellent view","202"
"Great pov!","202"
"Lovely warm tones, incredible focus and perspective... a great picture!","202"
"Bonita foto para un bonito sitio,no me importara perderme por all.","202"
"Super shot!!!!!!!!!!!!!!","202"
"This is a just wonderful!  Please check my photos here And add me as a contact here","202"
"very nice mood here ;)","202"
"Warm light and tones in this image really enhance the moment you've captured of this friendly familiar street . Lovely 3","202"
"Excellent lighting.","202"
"Wonderful shot!","202"
"essa luz nas folhas ficaram lindonas, ein?","202"
"Excellent, classic composition !","202"
"What a nice place...and,of course, people!!","202"
"great perspective!","202"
"otima composicao!","202"
"nice composition","202"
"So beautiful!!!","202"
"A great scene and a wonderful shot!","202"
"I took a quick tour through you photos, and I like your work. You have a good eye.","202"
"Lovely and charming.","203"
"Perfectly Framed and Processed.","203"
"Love the trees surrounding the path. Nice shot","203"
"Nicely framed by the trees","203"
"The trees are great along with the path leading my eyes :)","203"
"Awesome!","203"
"Lovely lane with the huge trees! Beautiful!","203"
"works so well in bw with all those trees...","203"
"Thanks everyone!! :)","203"
"ghoulish! i love the blackwhite :)","203"
"beautifull shot!!","204"
"beautiful !","204"
"This Lovely and Luminescent Photo Was Lavishly Admired In Our Group  Luminosity and Light! ","204"
"Obrigada por compartilhar sua bela foto conosco Thank you for sharing your beautiful photo in our group ! Foto vista no grupo: APAIXONADOS POR FOTOGRAFIAS","204"
"beautiful shot and lovely colours!!","205"
"Your photo SCREAM 0F THE PH0T0GRAPHER !!!  Thank you for sharing with us     ***SCREAM 0F THE PH0T0GRAPHER***    ...    ","205"
"lovely yellow leaves!","206"
"Beautiful image!","206"
"Complimenti, splendido scatto!  Vista e apprezzata su:            FOTOAMOREMIO  group       /a","206"
"awe-inspiring urban job!   National Geographic Group please tag your photo as ngc","206"
"os teus jacarands","207"
"thats a nice streetview, Fernanda, but where are the jacaranda-leaves?","207"
"","207"
":)","208"
"Wondrous","208"
";-)","208"
"Nice !","208"
"www.myspace.com/lovingcrazies/photos/7161055#{%22ImageId%22%3A7161055}  it reminds me of that picture of Michael Sowa :)","208"
"","208"
"cool, the two :D","208"
"love it","208"
"!! ))","208"
":)","208"
"www.magnumphotos.com/C.aspx?VP3=CMS3VF=SearchDetailP...   ? )","208"
"","208"
",     ,  ,     ,   )  .... ,     ,     spassk' )))","208"
"","208"
"     :     ,    ,   ,    ...  , ,  -  ,     ,    , ,       ...","208"
"","208"
",         )     ...        ,    ...       ,    ...     ? )))","208"
"","208"
"   ?        / ,  ? ))      -        fav of fav )","208"
"","208"
"  ,          ,    ...     ,     -       ,   ...         ,      ,        -      ))  ,  ...","208"
"","208"
":)","208"
"Es un sitio muy especial.","209"
"una clasica imagen.bravo","209"
"Thank you for sharing you memory with us at:  Our Memories, Our Times  Don't forget to tag your photo 'OMOT'","209"
" The World Through My Eyes","210"
"I saw this wonderful photo in: ","211"
"Vilken fin hstbild!!","211"
"Tack s mycket Jens! Solen gjorde det!","211"
"very cool image !","211"
"Thank you Stphane!","211"
"Beautiful Photography ! Enjoy Your Day ahead.","211"
"J'ai vu cette magnifique photo dans: ","211"
"Wonderful image!  Thank you for sharing with us in:      *Wonderful Water  Landscapes*  ------- Post 3 and comment 1 -------","211"
"Preciosa, una captura de luz otoal magnifica.","211"
"superbe","211"
"Mr. Happy Face-Peace, Joergs, Ian, thank you! Marijejor, te agradezco el comentario. Yves, merc!","211"
"Beautiful image!  Thank you for sharing with us in:   ","211"
"Thank you Jenni!","211"
"Johnandco, thanks!","211"
"Thanks Roz!","211"
"Indeed charming this image, a splendid composition. .my friend.!","212"
"Magnifica","212"
"Great picture!","213"
"this is skansen right?! i love that place and its especially beautiful in winter !","213"
"","213"
"I'd recognized a Scandinavian country in this shot... It's been a while since I've been there...","213"
"Nice photography! Beautiful result.","214"
"Thanks Ali!","214"
"Gorgeous!","215"
"beautiful :)","215"
"the tower's just around the corner...neat capture indeed !!!!!    *This is a *Brilliant~Eye~Jewel!* You are invited to add your picture to our pool! *Please tag with BEJ*.","215"
"my all time favorite place...","215"
"Oh, I feel just a bit homesick now for this grand old dame ...","215"
"So iconic... wonderful perspective!","215"
"quintessential paris...and love that you framed the buildings the way you did...and the tree.  love!!","215"
"Ripresa insolita...mi piace molto per questo!","215"
"Wonderfully evocative.   I love the originality of your Eiffel Tower shots.....","215"
"Excellent shot!","215"
"what could be better than this?","215"
"la belle dame de fer dans son crin de pierre ! je ne m'en lasse pas.","215"
"This is right on so many levels. Beautiful!","215"
"Wow!","215"
"jolie!!!","215"
"nice composition","215"
"","216"
"edwin6432:","216"
" :D  ","216"
", ,    ","216"
"Thanks for comments,  ,hans1973, chuanjia!  Abba. =.=  :)","216"
"","216"
"","216"
"Tolle Perspektive!","217"
"ja mooi","218"
"De foto straalt rust uit.","218"
"That's a beautiful yellow tree!","219"
"so nice","219"
"derakhte ghashangiye","219"
"..... ","219"
" ","219"
"     ","219"
" ","219"
" ","219"
"man ke ashege in derakhte meydune shahrdariyam makhsusan tu fasle payiz....!aliye.","219"
"vollpink","220"
"Beautiful color!","220"
"beautiful !","220"
"excelente composicin de color !! :)","220"
"Wo ist das?   Tolle Farben!","220"
"Hermosa ciudad, amiga Stella, This is a brilliant photo, Love it.-","221"
"Excellent view.","221"
"Cool! How was this scanned?","222"
"","222"
"Impressive. Which Epson?  No problem about the group. Hope to see more of your shots there :)","222"
"","222"
"","223"
"","223"
"Another great one!!! Amazing!!","224"
"Nice linear perspective and depth of field!","225"
"I like it!!","225"
"very nice photo    Please join and add your Beautiful Photo to: Creative Photo (Post 1 - Comment 3 or more) ","225"
"Nice compo.","225"
"Jolie composition","225"
"Very arty, almost painting like! :)","225"
" Perfect Composition! This is the way to Great Photography. Thank you for Submitting your Remarkable Image in Perfect Composition Group ","225"
"Excellent shot, my friend!!!","225"
" Flickr Hearts - Post 1 - Give 5 Flickr Hearts ","225"
"  Took Notice of this great shot in: Love It","225"
" Flickr Hearts - Post 1 - Give 5 Flickr Hearts ","225"
"Post 1 and comment on any 5 pictures that are in the group pool,  please copy and paste the following along with your comments:       You've been Dazzled","225"
"esta foto e magnifica bem como toda a sua galeria parabens...","225"
" Vista en grupo FLICKR ESTRELLAS,  agrega 1 Premia 6 agrega la etiqueta Flickr Estrellas en tu foto","225"
" Flickr Sun (Post 1 - Give 5 Sun)","225"
" !! High Quality Image    Qualified Members Only  [[TLR-OOS]]","225"
" !! High Quality Image    Qualified Members Only","225"
" Gran tiro, Felicidades  CHAMPIONS Photography (P.1- R3) ","225"
" !! High Quality Image    Qualified Members Only","225"
" Flickr Sun (Post 1 - Give 5 Sun)","225"
"","225"
"great great great!","225"
"Flickrs Special- Post 1 - Give 5 stars","225"
"  Took Notice of this great shot in: Love It","225"
"Flickrs Special- Post 1 - Give 5 stars  commented with FlickrComment","225"
"Beautiful picture!!!   This brilliant photo is like a shooting star, totally inspiring!   SHININGSTAR - Post 1- Invite 1- Give 5 Stars Thanks for brightening my day, shine on!     Commented with SIC I would appreciate your comments","225"
"  You've been Dazzled","225"
"  Took Notice of this great shot in: Love It","225"
"  Took Notice of this great shot in: Love It","225"
"Excellent picture!","225"
"Wonderful capture!","225"
"wonderful composition","225"
"Thanks! )","225"
"Great perspective !","225"
"Flickrs Heaven- Post 1 - Give 5 angels","225"
"Flickrs Heaven- Post 1 - Give 5 angels","225"
"Love this shot Alexander! BRAVO!","225"
"interesting lines with the trees and roads","225"
"Beautiful composition and colours...compliments!!","225"
"Nice shot!","225"
"I love this so much, you deserve another gold star.  ","225"
"Pretty","226"
"Very nice shot! Well done!","226"
"Beautiful tree! Great shot!","227"
"Beautifully done.....A fabulous peek through the tree.  It has shed nearly all it's Autumn leaves now.. Great composition my friend. Try not to worry too much about the coming weeks......take one day at a time. Soon it will all be over and you can get back to normal. I will be thinking of you. Tricia.","227"
"I can understand why Jocelyn. Nice setting.","227"
"your earthquake story was tragic, I hope you recover quickly and selruh housing conditions your family members. I will wait for the next gorgeous photos..beautiful art tree nature..  think of you kitty","227"
"","227"
"","227"
"","227"
"","227"
"Nice shot.","227"
"Lovely scene and capture, nice work.","227"
"Beautiful image !!","227"
"Fantastic","227"
"A superb composition lovely colors and light!!!","227"
"Excellent shot, love it.","227"
"Muy buena. gloria","227"
"beautiful shot !","227"
"","227"
"","227"
"Beautiful work!","227"
"This is a very cool tree!  There's something so majestic about them when they lose their leaves.","227"
"gorgeous capture~ have a great week my friend. i appreciate your priceless support*.","227"
"","227"
"Nice shot","227"
"Lovely one","227"
"Great looking tree and lovely light jocelyn..","227"
"splendida","227"
"Well done - amazing shot, Jocelyn","227"
"Buildings can be rebuilt, but trees can't be regrown in a hurry. Hope it stays.","227"
"Lovely tree...great shot!","227"
"Gran bella immagine, per composizione, colore e luce!! Ti auguro una felice sera.","227"
"","227"
"","227"
"","227"
"","227"
"","227"
"","227"
"I love it too! :-)","227"
"Mohammadali ,  A wonderful perspective picture, but why is the title so pessimistic? Think about The Road to Heaven with the help  and guidance of God/Allah.  The world needs encouragement to do the right thing in God's eyes.  , alichem shalm, upon you be peace.","228"
"","228"
"Nice shot","228"
"sayeha, noor, khonakie hava garmaye lezzat bakhsh hame o hame ghabele lamse ;)","228"
"prachtig ann erg mooi","229"
"Bellissima immagine! Grazie per la nota esplicativa.","229"
"Mooie foto !","229"
"Beautiful color and blossomy flower!","229"
"How beautiful is this!!  Spring in all its splendour!    So lovely Ann.. Does my heart good to see this! ;-D","229"
"What a beautiful image Ann! Can't believe how big that tree is?? Simply gorgeous cherry blossom trees in your neighbourhood!! :) Sonja","229"
"So pretty!  You're ahead of us.  Can't wait for our trees to pop.  Gorgeous spring shot Ann.","229"
"Wonderful!","229"
"Gorgeous display Ann.  Our city is so pretty during spring blossom time.","229"
"Very nice tones, and a super magical capture.","229"
"Splendid blossoms, great capture Ann.","229"
"So very beautiful Ann! Nice photography.  Vancouver is indeed very beautiful!","229"
"Splendid!! the blossoms have been particularly beautiful this year!!","229"
"Great definition of focus! Have a great day ............ 04-08-2015","229"
"Love seeing snow on the ground.","230"
"That is a nice pic. I would love to see some of these snow pics in Black and white.","230"
"Is that a small olive tree on left?","231"
"great capture","231"
"superb shot!","231"
"excellent !","231"
"Beautiful place, lovely captured!  Have a good weekend ahead!","231"
"Beautiful image!  Love the soft tones and light.","231"
"Great capture !! Excellent comosition!!!","231"
"supernatural!","231"
"che bella composizione! et un si bel endroit!","231"
"Buena toma. Saludos.","231"
"absolutely awesome!!!","232"
"it looks like some kind of fantastic fantasy scene from movie - very cool!","232"
"Thats Brilliant - Aaron","232"
"nice shot, thanks for sharing..looking forward for more cityscape photos.","233"
"This is nice...","233"
"Arun: Will do sir. As soon as possible","233"
" ","233"
" Cliff: Thanks.","233"
"Lovely shot, CG.","233"
" ","233"
" I am looking forward to the day when they curtail the hoardings.","233"
"Thanks Pandiyan. As an advertising guy myself, I don't mind hte hoardings too much. But I know what you mean...","233"
"Well its curtains for the hoarding now...","233"
"Yeah.  And, though I think it is a hasty decision, it has paid off. I can see trees. AGAIn","233"
"Its true it has paid of so long.  See how ong it might take for them to crop up again...  Note: We have a election coming up quiet soon..","233"
"hmmm","233"
"Beautiful !","234"
" I give you a   From the FLOWER-POWER Group","234"
"No doubt this is a Worlds Best Dazzling shot! We'd love to include it in our","234"
" collection! So here's your official invitation! ","234"
" ","234"
" ","234"
" World's Best Dazzling Shots please add tag WORLDBEST","234"
"","234"
" ","234"
" A great image, much admired by Donna62 --, ","234"
" a FIRST - THE EARTH! moderator -","234"
" Viewed in Wonderful photos for the world","234"
"This photo has Spirit  This photo has been selected for Spirit Of Photography Please add this image to  Spirit Of Photography,Post 1","234"
" Viewed in Wonderful photos for the world","234"
"beautiful tree!  Thank you for shared your beautiful TREES in the group  TREES DIE STANDING UP  ...after all :) they give their life for you...   Parabns pela maravilhosa FOTOGRAFIA!","234"
"","234"
"Magnifique !!!!!","234"
"You are invited to add this great photo to the group Travel on 5 Photos a Day. Please tag photos (required): 5PhotosaDay.  ","234"
"greetings-condolencences.blogspot.com/2010/09/cherry-bloo...","234"
"beautiful tree and flowers!","234"
" NATURE GREEN STAR - P1A3","234"
"I saw this photo in the groupAS ARVORES MORREM DE PE - TREES DIE STANDING UP     Parabns FOR THIS WONDERFUL PHOTO!","234"
"Wonderful pink.","234"
"superbe","234"
"greetings-condolencences.blogspot.co.uk/2012/04/cherry-bl...","234"
"     Top Honor of Photographer Paradise","234"
"Linda!!!!!!!!  Definitely a winner!!! You deserve another one. Found in","234"
"muy chula!","234"
"Very Beautiful   Admired in  Lovely Universe !!! - Post 1 - Comment on 3. If you don't comment, your photo will be deleted fron the pool!","234"
"   Top Honor of Photographer Paradise","234"
"Bella ... bella ... mi piace molto !!!","234"
"bellissima!!!!","234"
" ","234"
"  You've been Dazzled","234"
"bHe visto esta bella foto en : GRUPO DE HABLA HISPANA I see this beautiful photo in : HISPANIC GROUP      PREMIO ESPECIAL con 3 logos   Aqui   PREMIO ESPECIAL con 4 logos   Aqui   PREMIO ESPECIAL con 5 logos   Aqui   PREMIO ESPECIAL con 6 logos   Aqui  PREMIO ESPECIAL con 7 logos   Aqui  PREMIO ESPECIAL con 8 logos   Aqui  PREMIO ESPECIAL con 9 o + logos  Aqui   PREMIO ESPECIAL con 10 o + logos  Aqui   GRACIAS, OBRIGADO, MERCI, THANKS,GRAZIE COMENTA TRES (3) COMO MINIMO","234"
"Flickr special - Post 1 - Give 5 stars","234"
"Es preciosa!!!","234"
"He visto esta bella foto en :  GRUPO DE HABLA HISPANA  I see this beautiful photo in :  HISPANIC GROUP        PREMIO ESPECIAL con 3 logos   Aqui    PREMIO ESPECIAL con 4 logos   Aqui    PREMIO ESPECIAL con 5 logos   Aqui    PREMIO ESPECIAL con 6 logos   Aqui   PREMIO ESPECIAL con 7 logos  ","234"
"He visto esta bella foto en : GRUPO DE HABLA HISPANA I see this beautiful photo in : HISPANIC GROUP      PREMIO ESPECIAL con 3 logos   Aqui   PREMIO ESPECIAL con 4 logos   Aqui   PREMIO ESPECIAL con 5 logos   Aqui   PREMIO ESPECIAL con 6 logos   Aqui  PREMIO ESPECIAL con 7 logos   Aqui  PREMIO ESPECIAL con 8 logos   Aqui  PREMIO ESPECIAL con 9 o + logos  Aqui   PREMIO ESPECIAL con 10 o + logos  Aqui   GRACIAS, OBRIGADO, MERCI, THANKS,GRAZIE COMENTA TRES (3) COMO MINIMO","234"
"  You've been Dazzled","234"
"  I pick this photograph to be on the cover of National Geographic  National Geographic: Are You Good Enough?","234"
"Flickrs Special- Post 1 - Give 5 stars","234"
"Great shot!  Discovered! by  ------------------------------------------------------------------------------------------------- This will look like this: Discovered by Discovery Photos","234"
"Bellissima foto.","234"
"Bella foto  Excelente  edicin Felicitaciones Gracias por estar en el grupo  BUEN  MARTES 14 DE MAYO de  2013 Saludos y besos isa   He visto esta bella foto en : GRUPO DE HABLA HISPANA I see this beautiful photo in : HISPANIC GROUP      PREMIO ESPECIAL con 3 logos   Aqui   PREMIO ESPECIAL con 4 logos   Aqui   PREMIO ESPECIAL con 5 logos   Aqui   PREMIO ESPECIAL con 6 logos   Aqui  PREMIO ESPECIAL con 7 logos   Aqui  PREMIO ESPECIAL con 8 logos   Aqui  PREMIO ESPECIAL con 9 o + logos  Aqui   PREMIO ESPECIAL con 10 o + logos  Aqui   GRACIAS, OBRIGADO, MERCI, THANKS,GRAZIE COMENTA TRES (3)  COMMENT (3 )","234"
"Nice play on the reflection.","236"
"Love these colorful trees!","237"
"What wonderful colors!","237"
"Beautiful!","237"
"It is a beauty...nice one..!!","237"
"Gorgeous color and detail.. love the pov","237"
" Favorite !!! Love it Keep Clicking. Invite u to visit me and don't forget to leave ur step. Sakia Rafique ","237"
"Wow!","237"
"nice capture :)","237"
"Nice shot, beautiful colors !","237"
"Beautiful view","237"
"That is awesome!","238"
"Absolutely stunning!","238"
"Thank You girls! @;)","238"
"Amazing. Beautiful. Love the story, love the tree. Thank you for sharing.","238"
"A-we-so-me!!! :D","238"
"Thank You HeartofSand and amigurumix! @;)","238"
"This is just amazing.  Unbelievable!   Welcome to Artistic Photos! Please add your Artistic Photo to  Artistic Photos! Tag your photo ArtisticPhotos and read the group rules  ==================================    MAY CONTEST: Pink MOTHER'S DAY Card Collection Zoned Thread: Tree Light Keep the story going in Picture Connection.","238"
"","238"
"Do you know the group knithacker? This would perfectly fit. (They have knit  crocheted and other crafted stuff there that's kind of unusual...)","238"
"","238"
"Love the concept, love the story. (My dad was Hungarian) :o)","238"
"","238"
"So, yarn bombing is what they call it? Great. :-)","238"
"","238"
"very cool","238"
"","238"
"...wonderful colours and work*","238"
"","238"
"","239"
"","239"
"","239"
"","239"
"The house was gone, November, 2013: ","239"
"so BAD!","239"
"","239"
"","240"
" Flickr Sun (Post 1 - Give 5 Sun)","240"
"Magnificent place for a wonderfull stroll.","240"
" Respect upon those who created this special","240"
" place.","240"
"nice perspective and good shot!!","240"
"Very nice capture and excellent framing.  Do I detect the use of wide angle lens on this one?  Thanks for sharing.","240"
"interesting perspective","240"
"","240"
" Flickr Sun (Post 1 - Give 5 Sun)","240"
"nice","240"
"I could corelate t this shot with Botanical Garden of Kolkata , India","240"
" ","240"
" ","240"
" This is an Amazing Shot!!","240"
"Beautiful!!","240"
"like the composition.  very nice","240"
"amazing shot","241"
"Beautiful shot.. You back? Hope you had a good time x   Posted Via Flickr Photo Explorer iPhone/iPad App","241"
"incredibly beautiful street!","241"
"Wonderful composition! Soooo nice!  Christine, answering to your question in my photo, I don't think that particular species of cuckoo has the same behaviour of some of its cousins. According to Wikipedia It nests off the ground in vegetation, and the typical clutch is 24 eggs laid in a large nest built from stalks and leaves. But the cuckoos which we have in Portugal do that! :)))","241"
"Amazing pictures and colours but so pretty gorgeous  photo","241"
"These trees are beautiful! Happy Valentine's Day to you Christine.","241"
"Amazing DOF   the trees look amazing and lush green. Very nice converging point.   Beautiful place and awesome shot.","241"
"Great shot   Just wonderful................! Thanks for your visit","241"
"Very nice photo!!! Have a nice day my friend","241"
"Wonderful point of view, light and colours!!!","241"
"Also from my recent visit to South Africa:  ","241"
"I really like the variations of green in the trees. A fine photo.","241"
"Amazing! If those cars weren't there, it would look just like taken from some fairy-tale book...","241"
"you've made your point - lovely image :)","241"
"","241"
"Yes, it's an absolute stunner.  Very well exposed, also.","241"
"That is a great shot and really shows Joburg at it's best!  Gorgeous!","241"
"wow awesome view ---im trying to make it to Africa this winter","241"
"excelente","241"
"wow! stunning :) must be a great place to live :)","241"
"These are my roots (no pun intended). I've never been, but both parents were born and raised in 'Joburg' as they called it. They never showed me pictures, never had any, but said it was more beautiful (Johannesburg, and the country whole) than any place they had ever been. Now I see what they meant...  This is beautiful... Great shot!","241"
"","241"
"beautiful capture! :)","241"
"Great shot, looks like a gorgeous place","241"
"The trees are really big ;-)  Wonderful perspective !","241"
"i love the bordering! its like theres a border automatically! great! :d","241"
"Wonderful composition. Ciao Christine","241"
"What amazing trees :) that's beautiful! :)","241"
"beautiful!","241"
"These trees are so imposing. !","241"
"Beautiful spring scene in Vancouver! Ted Happy weekend!","242"
"It's so nice that nature provides such breathtaking beauty which helps to overwhelm the invasion of man's creations. The lighting is impeccable, Ted.","242"
"So lovely! I like driving through these streets in spring as well - love the way the trees overhang and touch each other in the middle. Thanks for sharing, Ted!","242"
"Very lovely. We have snow in the forecast this weekend...aarggh!","242"
"Great vanishing point !!!   Cherrs !!!","242"
"Must be a great street to live :)","242"
"Good capture Ted, interesting Regards","242"
"nice street","242"
"very good photo Ted;  If this is one of many streets  then it must be a great neighbourhood to live.","242"
"Refreshing shades of green.","242"
"Oh yes Ted, I love this view also. When the leaves first appear they are so fresh and tender and hold so much promise of future beautiful days. gorgeous image :)","242"
"Very beautiful trees!","242"
"So very fresh and appealing!","242"
"Beautiful  trees  avenue and well framing..!!","242"
"Those are just beautiful. I love the older neighbourhoods with the established trees","242"
"Wow,   !!     ! ","243"
" ,     !","243"
",    .     :         Syringa reticulata?","243"
"Lovely capture","246"
"Bela foto!","246"
"Beautiful pic.","246"
"Jolie capture , bien vue...;)","246"
"Thanks guys","246"
"Pretty flower shot.","247"
" Imagine all the people living life in peace.  You may say I'm a dreamer, but I'm not the only one.  I hope someday you'll join us, and the world will be as one. ~~~~John Lennon~~~~ Today is a beautiful day on Sunday,    peace and tranquility  enjoy your beautiful photography.  Thanks for sharing.  regards !!!! Elsa","247"
"Thanx to all folks","247"
"Your photo has been selected to run alongside an article and on our facebook page of the online publication, ScienceNetwork WA.   The article link is: ","248"
"","248"
"Classic Bever Hills Photo","249"
"beverly*","249"
"","250"
"","250"
"Otima serie sobre Sacramento !","250"
"Ficaram lindas ...","250"
"Sempre quis conhecer Colonia del Sacramento!  Bela foto, Rubem.","250"
"miejsko-sielskie :-)","251"
"www.flickr.com/photos/jbmaher/7651260742/","251"
"I like your idea matching the cones with it.  It seems everybody in Dublin with a camera that weekend must have taken a shot of them !!  ","251"
"I know just where this is. Sitting in 5 o'clock traffic waiting for the lights to change. Great shot.","252"
"espectacular ese cielo","253"
"Cracking image/lighting, very fine work indeed.","253"
"Very beautiful image!","253"
"Nice shot. I Like the Light.","253"
"Amazing image, absolutely beautiful. Have a nice evening!","253"
"Beautiful backlight.","253"
"wonderful light","253"
"Excellent shot! great sky and i love that tree here!","253"
"Ein herrliches Bild!","253"
"this is stunning!!","253"
"Fabulous capture.","253"
"Loved how the branches are mixed to the fluffy clouds creating an harmonious image.","253"
"That's a great sky","253"
"Hbscher Schuss!","253"
"beautiful","253"
"Great capture, sky is fabulous.","253"
"Wow. Wonderful shot","253"
"sehr schn!","253"
"excelent shot!","253"
"Wonderfully intricate silhouettes and terrific cloud backdrop.  Excellent work.","253"
"I think that you are a tree warrior that works to protect  trees!! Congratulations on this Mother Earth International Day! Great job! And thanks for your company in this quick trip that we call life!","253"
"Wonderful!","253"
"Great take!","253"
"splendid shot","253"
"Fabulous texture!!","253"
"Stunning contrast and colour. Wonderful silhouette photo!","253"
"what a beautiful tree ... nicely portrayed...;-))","253"
"Fabelhafte Aufnahme.!!!!!","253"
"Klasse Baum - schner Himmel...","253"
"Wow Christian ... grandioser Schuss...wunderbarer Himmel und Wolken und die Umrisse von  den  Bumen grandios...ich wnsche dir noch einen schnen Abend...liebe Gre","253"
"very lovely","253"
"la silhouette  bella ma la nuvola ancora di pi!!!!","253"
"lovely detail","253"
"Sehr atmosphrisch! Toller Baum, hast Du super bearbeitet das Bild!","253"
"Great work, a wonderful sky and a great silhouette tree!","253"
"beautiful","253"
"Lovely dramatic sky tree silhouette. Beautiful capture Christian.","253"
"Great silhouette shot Christian","253"
"Fabulous detail","253"
"Gorgeous image.","253"
"Lovely capture","253"
"Beautiful tree silhouette and dramatic sky! An image that evokes emotion","253"
"Beautiful sky and great silhouettes.","253"
"Nice shadow details in the foliage and definition in the clouds, well shot :)","253"
"Great picture","253"
"Wonderful light and contrasts, great image.","253"
"Really spectacular image, wonderfully done!!! Have a great week.","253"
"very dramatic!","253"
"Muy bella imagen","253"
"Excellent!!!","253"
"beautiful","253"
"Amazing work, great gallery!","253"
"Fabulous light and composition Christian!","253"
"Nice !!!","253"
"bonitas siluetas, buen trabajo!!","253"
"Excellent silhouette here beautifully framed!","253"
"Una gran imagen. Me gusta!!","253"
"Amazingly composed.","253"
"wow... sehr dramatisch :-)","253"
"Fantastic atmosphere !","253"
"Une trs belle composition avec de superbes tonalits, vraiment une superbe prise de vue","253"
"Very nice shot!","253"
"Excellent work! Fantastic!","253"
"very nice !!","253"
"incredible delicate silhouettes with beautiful sky. wonderful shot!!","253"
"Stunning silhouette, like lacework! The clouds are amazing too!","253"
"Powerful indeed. The shape of these branches mixes so well with that of this structured sky. Well done!","253"
"Very dramatic and lovely image, great silhouettes, superb detail! :)","253"
"This is wonderful: the silhouette on the on hand, and the sky on the other!","253"
"Fantastic shot!","253"
"Certainly is a dramatic sky! Cool!","253"
"Beautiful, love this very much","253"
"Schne Stimmung in dem Bild","253"
"Beeindruckendes Schattenspiel! Auch hier super Farben und Licht!","253"
"Great texture - so sharp stamped against the brooding sky.","253"
"excelente contraste !!","253"
"beautiful mood! have a great weekend!","253"
"Lovely dramatic image!  Have a great weekend!","253"
"Congratulations! This is a wonderful shot! You are invited to post it to:      artland ","253"
"Sehr schn, wie sich die einzelnen ste und stchen gegen den fantastischen Himmel abzeichnen.","253"
"Sehr schner Kontrast und sehr schner graphischer Detailreichtum","253"
"Fantastic image Christian, an instant favorite!!!","253"
"Amazing !!!","253"
"what a wonderful background!","253"
"Beautiful shot my friend.","253"
"muito bonito","253"
"Beautiful.  Clouds make me feel calm.  Well done.","253"
"Marvelous Old Tree in The Sky LOVELY LIKE*** Bonne Journe Merci pour le Partage jean flix ------------ Congratulations! Really beautiful picture","253"
"","254"
"","254"
"","254"
"","254"
",","254"
".","254"
"     ","254"
